"Wojewodztwo";"Okres";"Rok";"Wynagrodzenie brutto";"Jednostka miary"
"WARMIŃSKO-MAZURSKIE";"II kwartał";"2014";3337.23;"zł"
"WARMIŃSKO-MAZURSKIE";"II kwartał";"2015";3424.55;"zł"
"WARMIŃSKO-MAZURSKIE";"II kwartał";"2016";3612.00;"zł"
"WARMIŃSKO-MAZURSKIE";"II kwartał";"2017";3750.79;"zł"
"WARMIŃSKO-MAZURSKIE";"II kwartał";"2018";3994.57;"zł"
"WARMIŃSKO-MAZURSKIE";"II kwartał";"2019";4212.48;"zł"
"WARMIŃSKO-MAZURSKIE";"II kwartał";"2020";4380.35;"zł"
"WARMIŃSKO-MAZURSKIE";"II kwartał";"2021";4955.36;"zł"
"WARMIŃSKO-MAZURSKIE";"II kwartał";"2022";5490.50;"zł"
"WARMIŃSKO-MAZURSKIE";"II kwartał";"2023";;"zł"
"WARMIŃSKO-MAZURSKIE";"III kwartał";"2005";2135.33;"zł"
"WARMIŃSKO-MAZURSKIE";"III kwartał";"2006";2213.57;"zł"
"WARMIŃSKO-MAZURSKIE";"III kwartał";"2007";2411.58;"zł"
"WARMIŃSKO-MAZURSKIE";"III kwartał";"2008";2637.33;"zł"
"WARMIŃSKO-MAZURSKIE";"III kwartał";"2009";2794.06;"zł"
"WARMIŃSKO-MAZURSKIE";"III kwartał";"2010";2909.11;"zł"
"WARMIŃSKO-MAZURSKIE";"III kwartał";"2011";3053.54;"zł"
"WARMIŃSKO-MAZURSKIE";"III kwartał";"2012";3138.23;"zł"
"WARMIŃSKO-MAZURSKIE";"III kwartał";"2013";3260.84;"zł"
"WARMIŃSKO-MAZURSKIE";"III kwartał";"2014";3410.12;"zł"
"WARMIŃSKO-MAZURSKIE";"III kwartał";"2015";3501.73;"zł"
"WARMIŃSKO-MAZURSKIE";"III kwartał";"2016";3632.48;"zł"
"WARMIŃSKO-MAZURSKIE";"III kwartał";"2017";3804.31;"zł"
"WARMIŃSKO-MAZURSKIE";"III kwartał";"2018";4054.46;"zł"
"WARMIŃSKO-MAZURSKIE";"III kwartał";"2019";4376.11;"zł"
"WARMIŃSKO-MAZURSKIE";"III kwartał";"2020";4740.65;"zł"
"WARMIŃSKO-MAZURSKIE";"III kwartał";"2021";5168.01;"zł"
"WARMIŃSKO-MAZURSKIE";"III kwartał";"2022";5677.94;"zł"
"WARMIŃSKO-MAZURSKIE";"III kwartał";"2023";;"zł"
"WARMIŃSKO-MAZURSKIE";"IV kwartał";"2005";2181.48;"zł"
"WARMIŃSKO-MAZURSKIE";"IV kwartał";"2006";2351.39;"zł"
"WARMIŃSKO-MAZURSKIE";"IV kwartał";"2007";2597.88;"zł"
"WARMIŃSKO-MAZURSKIE";"IV kwartał";"2008";2801.13;"zł"
"WARMIŃSKO-MAZURSKIE";"IV kwartał";"2009";2901.24;"zł"
"WARMIŃSKO-MAZURSKIE";"IV kwartał";"2010";3095.20;"zł"
"WARMIŃSKO-MAZURSKIE";"IV kwartał";"2011";3185.26;"zł"
"WARMIŃSKO-MAZURSKIE";"IV kwartał";"2012";3287.38;"zł"
"WARMIŃSKO-MAZURSKIE";"IV kwartał";"2013";3379.13;"zł"
"WARMIŃSKO-MAZURSKIE";"IV kwartał";"2014";3535.68;"zł"
"WARMIŃSKO-MAZURSKIE";"IV kwartał";"2015";3713.23;"zł"
"WARMIŃSKO-MAZURSKIE";"IV kwartał";"2016";3828.40;"zł"
"WARMIŃSKO-MAZURSKIE";"IV kwartał";"2017";4021.35;"zł"
"WARMIŃSKO-MAZURSKIE";"IV kwartał";"2018";4275.06;"zł"
"WARMIŃSKO-MAZURSKIE";"IV kwartał";"2019";4574.70;"zł"
"WARMIŃSKO-MAZURSKIE";"IV kwartał";"2020";5051.32;"zł"
"WARMIŃSKO-MAZURSKIE";"IV kwartał";"2021";5490.42;"zł"
"WARMIŃSKO-MAZURSKIE";"IV kwartał";"2022";5910.25;"zł"
"WARMIŃSKO-MAZURSKIE";"IV kwartał";"2023";;"zł"
"WARMIŃSKO-MAZURSKIE";"rok";"2005";2148.14;"zł"
"WARMIŃSKO-MAZURSKIE";"rok";"2006";2250.37;"zł"
"WARMIŃSKO-MAZURSKIE";"rok";"2007";2453.58;"zł"
"WARMIŃSKO-MAZURSKIE";"rok";"2008";2691.80;"zł"
"WARMIŃSKO-MAZURSKIE";"rok";"2009";2830.12;"zł"
"WARMIŃSKO-MAZURSKIE";"rok";"2010";2977.26;"zł"
"WARMIŃSKO-MAZURSKIE";"rok";"2011";3108.07;"zł"
"WARMIŃSKO-MAZURSKIE";"rok";"2012";3233.56;"zł"
"WARMIŃSKO-MAZURSKIE";"rok";"2013";3332.46;"zł"
"WARMIŃSKO-MAZURSKIE";"rok";"2014";3472.41;"zł"
"WARMIŃSKO-MAZURSKIE";"rok";"2015";3594.86;"zł"
"WARMIŃSKO-MAZURSKIE";"rok";"2016";3728.92;"zł"
"WARMIŃSKO-MAZURSKIE";"rok";"2017";3895.63;"zł"
"WARMIŃSKO-MAZURSKIE";"rok";"2018";4128.68;"zł"
"WARMIŃSKO-MAZURSKIE";"rok";"2019";4410.91;"zł"
"WARMIŃSKO-MAZURSKIE";"rok";"2020";4763.06;"zł"
"WARMIŃSKO-MAZURSKIE";"rok";"2021";5230.66;"zł"
"WARMIŃSKO-MAZURSKIE";"rok";"2022";5699.42;"zł"
"WARMIŃSKO-MAZURSKIE";"rok";"2023";;"zł"
"WIELKOPOLSKIE";"I kwartał";"2005";2340.92;"zł"
"WIELKOPOLSKIE";"I kwartał";"2006";2445.02;"zł"
"WIELKOPOLSKIE";"I kwartał";"2007";2643.72;"zł"
"WIELKOPOLSKIE";"I kwartał";"2008";2921.70;"zł"
"WIELKOPOLSKIE";"I kwartał";"2009";3101.12;"zł"
"WIELKOPOLSKIE";"I kwartał";"2010";3265.38;"zł"
"WIELKOPOLSKIE";"I kwartał";"2011";3411.87;"zł"
"WIELKOPOLSKIE";"I kwartał";"2012";3593.09;"zł"
"WIELKOPOLSKIE";"I kwartał";"2013";3665.05;"zł"
"WIELKOPOLSKIE";"I kwartał";"2014";3749.25;"zł"
"WIELKOPOLSKIE";"I kwartał";"2015";3884.63;"zł"
"WIELKOPOLSKIE";"I kwartał";"2016";3998.92;"zł"
"WIELKOPOLSKIE";"I kwartał";"2017";4200.09;"zł"
"WIELKOPOLSKIE";"I kwartał";"2018";4469.24;"zł"
"WIELKOPOLSKIE";"I kwartał";"2019";4778.01;"zł"
"WIELKOPOLSKIE";"I kwartał";"2020";5105.03;"zł"
"WIELKOPOLSKIE";"I kwartał";"2021";5469.99;"zł"
"WIELKOPOLSKIE";"I kwartał";"2022";5974.06;"zł"
"WIELKOPOLSKIE";"I kwartał";"2023";6768.54;"zł"
"WIELKOPOLSKIE";"II kwartał";"2005";2267.21;"zł"
"WIELKOPOLSKIE";"II kwartał";"2006";2370.77;"zł"
"WIELKOPOLSKIE";"II kwartał";"2007";2635.45;"zł"
"WIELKOPOLSKIE";"II kwartał";"2008";2947.62;"zł"
"WIELKOPOLSKIE";"II kwartał";"2009";3037.49;"zł"
"WIELKOPOLSKIE";"II kwartał";"2010";3161.14;"zł"
"WIELKOPOLSKIE";"II kwartał";"2011";3321.77;"zł"
"WIELKOPOLSKIE";"II kwartał";"2012";3518.80;"zł"
"WIELKOPOLSKIE";"II kwartał";"2013";3566.89;"zł"
"WIELKOPOLSKIE";"II kwartał";"2014";3650.41;"zł"
"WIELKOPOLSKIE";"II kwartał";"2015";3701.22;"zł"
"WIELKOPOLSKIE";"II kwartał";"2016";3949.64;"zł"
"WIELKOPOLSKIE";"II kwartał";"2017";4167.01;"zł"
"WIELKOPOLSKIE";"II kwartał";"2018";4458.23;"zł"
"WIELKOPOLSKIE";"II kwartał";"2019";4748.52;"zł"
"WIELKOPOLSKIE";"II kwartał";"2020";5003.64;"zł"
"WIELKOPOLSKIE";"II kwartał";"2021";5305.83;"zł"
"WIELKOPOLSKIE";"II kwartał";"2022";5983.37;"zł"
"WIELKOPOLSKIE";"II kwartał";"2023";;"zł"
"WIELKOPOLSKIE";"III kwartał";"2005";2285.44;"zł"
"WIELKOPOLSKIE";"III kwartał";"2006";2407.56;"zł"
"WIELKOPOLSKIE";"III kwartał";"2007";2681.16;"zł"
"WIELKOPOLSKIE";"III kwartał";"2008";2943.87;"zł"
"WIELKOPOLSKIE";"III kwartał";"2009";3063.92;"zł"
"WIELKOPOLSKIE";"III kwartał";"2010";3201.72;"zł"
"WIELKOPOLSKIE";"III kwartał";"2011";3361.11;"zł"
"WIELKOPOLSKIE";"III kwartał";"2012";3464.96;"zł"
"WIELKOPOLSKIE";"III kwartał";"2013";3548.65;"zł"
"WIELKOPOLSKIE";"III kwartał";"2014";3630.30;"zł"
"WIELKOPOLSKIE";"III kwartał";"2015";3751.84;"zł"
"WIELKOPOLSKIE";"III kwartał";"2016";3948.01;"zł"
"WIELKOPOLSKIE";"III kwartał";"2017";4184.47;"zł"
"WIELKOPOLSKIE";"III kwartał";"2018";4427.75;"zł"
"WIELKOPOLSKIE";"III kwartał";"2019";4756.32;"zł"
"WIELKOPOLSKIE";"III kwartał";"2020";4891.13;"zł"
"WIELKOPOLSKIE";"III kwartał";"2021";5466.37;"zł"
"WIELKOPOLSKIE";"III kwartał";"2022";6136.73;"zł"
"WIELKOPOLSKIE";"III kwartał";"2023";;"zł"
"WIELKOPOLSKIE";"IV kwartał";"2005";2327.45;"zł"
"WIELKOPOLSKIE";"IV kwartał";"2006";2581.84;"zł"
"WIELKOPOLSKIE";"IV kwartał";"2007";2837.22;"zł"
"WIELKOPOLSKIE";"IV kwartał";"2008";3089.79;"zł"
"WIELKOPOLSKIE";"IV kwartał";"2009";3192.55;"zł"
"WIELKOPOLSKIE";"IV kwartał";"2010";3377.13;"zł"
"WIELKOPOLSKIE";"IV kwartał";"2011";3503.10;"zł"
"WIELKOPOLSKIE";"IV kwartał";"2012";3591.13;"zł"
"WIELKOPOLSKIE";"IV kwartał";"2013";3711.24;"zł"
"WIELKOPOLSKIE";"IV kwartał";"2014";3772.30;"zł"
"WIELKOPOLSKIE";"IV kwartał";"2015";3849.47;"zł"
"WIELKOPOLSKIE";"IV kwartał";"2016";4007.81;"zł"
"WIELKOPOLSKIE";"IV kwartał";"2017";4366.33;"zł"
"WIELKOPOLSKIE";"IV kwartał";"2018";4671.96;"zł"
"WIELKOPOLSKIE";"IV kwartał";"2019";4990.72;"zł"
"WIELKOPOLSKIE";"IV kwartał";"2020";5220.25;"zł"
"WIELKOPOLSKIE";"IV kwartał";"2021";5674.04;"zł"
"WIELKOPOLSKIE";"IV kwartał";"2022";6338.83;"zł"
"WIELKOPOLSKIE";"IV kwartał";"2023";;"zł"
"WIELKOPOLSKIE";"rok";"2005";2305.57;"zł"
"WIELKOPOLSKIE";"rok";"2006";2452.11;"zł"
"WIELKOPOLSKIE";"rok";"2007";2700.49;"zł"
"WIELKOPOLSKIE";"rok";"2008";2976.33;"zł"
"WIELKOPOLSKIE";"rok";"2009";3099.10;"zł"
"WIELKOPOLSKIE";"rok";"2010";3251.68;"zł"
"WIELKOPOLSKIE";"rok";"2011";3399.78;"zł"
"WIELKOPOLSKIE";"rok";"2012";3523.66;"zł"
"WIELKOPOLSKIE";"rok";"2013";3623.11;"zł"
"WIELKOPOLSKIE";"rok";"2014";3700.80;"zł"
"WIELKOPOLSKIE";"rok";"2015";3797.15;"zł"
"WIELKOPOLSKIE";"rok";"2016";3976.22;"zł"
"WIELKOPOLSKIE";"rok";"2017";4230.99;"zł"
"WIELKOPOLSKIE";"rok";"2018";4506.73;"zł"
"WIELKOPOLSKIE";"rok";"2019";4819.12;"zł"
"WIELKOPOLSKIE";"rok";"2020";5055.92;"zł"
"WIELKOPOLSKIE";"rok";"2021";5479.49;"zł"
"WIELKOPOLSKIE";"rok";"2022";6109.33;"zł"
"WIELKOPOLSKIE";"rok";"2023";;"zł"
"ZACHODNIOPOMORSKIE";"I kwartał";"2005";2416.95;"zł"
"ZACHODNIOPOMORSKIE";"I kwartał";"2006";2517.99;"zł"
"ZACHODNIOPOMORSKIE";"I kwartał";"2007";2686.55;"zł"
"ZACHODNIOPOMORSKIE";"I kwartał";"2008";2979.57;"zł"
"ZACHODNIOPOMORSKIE";"I kwartał";"2009";3218.37;"zł"
"ZACHODNIOPOMORSKIE";"I kwartał";"2010";3358.10;"zł"
"ZACHODNIOPOMORSKIE";"I kwartał";"2011";3440.02;"zł"
"ZACHODNIOPOMORSKIE";"I kwartał";"2012";3624.80;"zł"
"ZACHODNIOPOMORSKIE";"I kwartał";"2013";3735.88;"zł"
"ZACHODNIOPOMORSKIE";"I kwartał";"2014";3875.54;"zł"
"ZACHODNIOPOMORSKIE";"I kwartał";"2015";4016.95;"zł"
"ZACHODNIOPOMORSKIE";"I kwartał";"2016";4168.15;"zł"
"ZACHODNIOPOMORSKIE";"I kwartał";"2017";4341.26;"zł"
"ZACHODNIOPOMORSKIE";"I kwartał";"2018";4591.38;"zł"
"ZACHODNIOPOMORSKIE";"I kwartał";"2019";4905.27;"zł"
"ZACHODNIOPOMORSKIE";"I kwartał";"2020";5259.13;"zł"
"ZACHODNIOPOMORSKIE";"I kwartał";"2021";5686.96;"zł"
"ZACHODNIOPOMORSKIE";"I kwartał";"2022";6171.48;"zł"
"ZACHODNIOPOMORSKIE";"I kwartał";"2023";7033.96;"zł"
"ZACHODNIOPOMORSKIE";"II kwartał";"2005";2260.87;"zł"
"ZACHODNIOPOMORSKIE";"II kwartał";"2006";2341.16;"zł"
"ZACHODNIOPOMORSKIE";"II kwartał";"2007";2535.38;"zł"
"ZACHODNIOPOMORSKIE";"II kwartał";"2008";2882.22;"zł"
"ZACHODNIOPOMORSKIE";"II kwartał";"2009";3006.13;"zł"
"ZACHODNIOPOMORSKIE";"II kwartał";"2010";3099.76;"zł"
"ZACHODNIOPOMORSKIE";"II kwartał";"2011";3240.67;"zł"
"ZACHODNIOPOMORSKIE";"II kwartał";"2012";3510.14;"zł"
"ZACHODNIOPOMORSKIE";"II kwartał";"2013";3502.64;"zł"
"ZACHODNIOPOMORSKIE";"II kwartał";"2014";3617.30;"zł"
"ZACHODNIOPOMORSKIE";"II kwartał";"2015";3754.81;"zł"
"ZACHODNIOPOMORSKIE";"II kwartał";"2016";3937.22;"zł"
"ZACHODNIOPOMORSKIE";"II kwartał";"2017";4128.62;"zł"
"ZACHODNIOPOMORSKIE";"II kwartał";"2018";4390.16;"zł"
"ZACHODNIOPOMORSKIE";"II kwartał";"2019";4696.55;"zł"
"ZACHODNIOPOMORSKIE";"II kwartał";"2020";4924.86;"zł"
"ZACHODNIOPOMORSKIE";"II kwartał";"2021";5421.48;"zł"
"ZACHODNIOPOMORSKIE";"II kwartał";"2022";6056.37;"zł"
"ZACHODNIOPOMORSKIE";"II kwartał";"2023";;"zł"
"ZACHODNIOPOMORSKIE";"III kwartał";"2005";2291.49;"zł"
"ZACHODNIOPOMORSKIE";"III kwartał";"2006";2385.23;"zł"
"ZACHODNIOPOMORSKIE";"III kwartał";"2007";2627.64;"zł"
"ZACHODNIOPOMORSKIE";"III kwartał";"2008";2952.75;"zł"
"ZACHODNIOPOMORSKIE";"III kwartał";"2009";3093.20;"zł"
"ZACHODNIOPOMORSKIE";"III kwartał";"2010";3169.77;"zł"
"ZACHODNIOPOMORSKIE";"III kwartał";"2011";3342.75;"zł"
"ZACHODNIOPOMORSKIE";"III kwartał";"2012";3424.03;"zł"
"ZACHODNIOPOMORSKIE";"III kwartał";"2013";3594.61;"zł"
"ZACHODNIOPOMORSKIE";"III kwartał";"2014";3701.56;"zł"
"ZACHODNIOPOMORSKIE";"III kwartał";"2015";3845.72;"zł"
"ZACHODNIOPOMORSKIE";"III kwartał";"2016";4020.07;"zł"
"ZACHODNIOPOMORSKIE";"III kwartał";"2017";4177.41;"zł"
"ZACHODNIOPOMORSKIE";"III kwartał";"2018";4472.52;"zł"
"ZACHODNIOPOMORSKIE";"III kwartał";"2019";4871.71;"zł"
"ZACHODNIOPOMORSKIE";"III kwartał";"2020";5169.05;"zł"
"ZACHODNIOPOMORSKIE";"III kwartał";"2021";5630.76;"zł"
"ZACHODNIOPOMORSKIE";"III kwartał";"2022";6287.37;"zł"
"ZACHODNIOPOMORSKIE";"III kwartał";"2023";;"zł"
"ZACHODNIOPOMORSKIE";"IV kwartał";"2005";2335.41;"zł"
"ZACHODNIOPOMORSKIE";"IV kwartał";"2006";2572.23;"zł"
"ZACHODNIOPOMORSKIE";"IV kwartał";"2007";2845.55;"zł"
"ZACHODNIOPOMORSKIE";"IV kwartał";"2008";3080.38;"zł"
"ZACHODNIOPOMORSKIE";"IV kwartał";"2009";3183.11;"zł"
"ZACHODNIOPOMORSKIE";"IV kwartał";"2010";3342.12;"zł"
"ZACHODNIOPOMORSKIE";"IV kwartał";"2011";3459.37;"zł"
"ZACHODNIOPOMORSKIE";"IV kwartał";"2012";3598.62;"zł"
"ZACHODNIOPOMORSKIE";"IV kwartał";"2013";3697.14;"zł"
"ZACHODNIOPOMORSKIE";"IV kwartał";"2014";3817.55;"zł"
"ZACHODNIOPOMORSKIE";"IV kwartał";"2015";3974.02;"zł"
"ZACHODNIOPOMORSKIE";"IV kwartał";"2016";4176.75;"zł"
"ZACHODNIOPOMORSKIE";"IV kwartał";"2017";4447.78;"zł"
"ZACHODNIOPOMORSKIE";"IV kwartał";"2018";4697.97;"zł"
"ZACHODNIOPOMORSKIE";"IV kwartał";"2019";5053.65;"zł"
"ZACHODNIOPOMORSKIE";"IV kwartał";"2020";5444.17;"zł"
"ZACHODNIOPOMORSKIE";"IV kwartał";"2021";5941.55;"zł"
"ZACHODNIOPOMORSKIE";"IV kwartał";"2022";6529.09;"zł"
"ZACHODNIOPOMORSKIE";"IV kwartał";"2023";;"zł"
"ZACHODNIOPOMORSKIE";"rok";"2005";2326.10;"zł"
"ZACHODNIOPOMORSKIE";"rok";"2006";2453.75;"zł"
"ZACHODNIOPOMORSKIE";"rok";"2007";2673.50;"zł"
"ZACHODNIOPOMORSKIE";"rok";"2008";2973.68;"zł"
"ZACHODNIOPOMORSKIE";"rok";"2009";3125.79;"zł"
"ZACHODNIOPOMORSKIE";"rok";"2010";3242.47;"zł"
"ZACHODNIOPOMORSKIE";"rok";"2011";3370.84;"zł"
"ZACHODNIOPOMORSKIE";"rok";"2012";3510.91;"zł"
"ZACHODNIOPOMORSKIE";"rok";"2013";3632.92;"zł"
"ZACHODNIOPOMORSKIE";"rok";"2014";3753.80;"zł"
"ZACHODNIOPOMORSKIE";"rok";"2015";3898.33;"zł"
"ZACHODNIOPOMORSKIE";"rok";"2016";4075.55;"zł"
"ZACHODNIOPOMORSKIE";"rok";"2017";4273.99;"zł"
"ZACHODNIOPOMORSKIE";"rok";"2018";4538.73;"zł"
"ZACHODNIOPOMORSKIE";"rok";"2019";4882.00;"zł"
"ZACHODNIOPOMORSKIE";"rok";"2020";5200.50;"zł"
"ZACHODNIOPOMORSKIE";"rok";"2021";5670.88;"zł"
"ZACHODNIOPOMORSKIE";"rok";"2022";6261.19;"zł"
"ZACHODNIOPOMORSKIE";"rok";"2023";;"zł"
